verdict,statement,sentiment
false,"In 2010, Betty Sutton ""voted to destroy Medicare.""",-0.5423
mostly-false,"""Oklahoma’s Republican Gov. Mary Fallin signed a new law which makes you pay a special fee. It will essentially fine people for the crime of using solar power.""",-0.1027
true,"""Right now, 1 in 4 Texas women of reproductive age are uninsured, totaling 1.5 million Texas women.""",0.0
mostly-false,"Says the Republican plan to replace Obamacare, ""absolutely does not eliminate protections for pre-existing conditions.""",0.0
pants-fire,Says Donald Trump said he believes suicide bombers deserve the death penalty.,-0.9081
false,"Says under President Barack Obama, the debt increased by 23 percent, which was less than under any president going back to Ronald Reagan.",-0.1027
pants-fire,"""USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!""",0.6588
half-true,"""Seven out of the 10 states with the lowest unemployment rates (have) Republican governors … That approach that Republicans are using is working.""",-0.6705
false,"""Biden signs 45% capital gains tax. Kiss your inheritance goodbye.""",0.6369
pants-fire,"The migrant caravan from Tapachula, Mexico ""is the population of Minneapolis.""",0.0
false,Says Trump volunteered his airline to bring troops home during Operation Desert Storm.,0.0
half-true,"Says Congress gave Wall Street ""trillions of dollars of zero interest loans.""",0.4588
mostly-false,"""The Pentagon itself says that we could eliminate 20 percent of U.S. bases.""",0.0
half-true,"About ""1 percent of all the gun sellers are responsible for more than half of the guns that are used in crimes.""",-0.0258
false,"Public support for abortion ""is actually going down a little bit,"" polls show.",0.4019
pants-fire,"Transporting drugs ""is the price of admission"" for people crossing the border illegally.",0.0
mostly-false,"""Full marriage equality [would provide same-sex couples] with about 1,700 rights.""",0.0
mostly-false,Says he created more than 500 American jobs.,0.25
mostly-true,"""We have flown a Boeing 737 across the Atlantic Ocean on biofuels. We have flown F-18s.""",0.0
pants-fire,"Diesel prices jumped from $1.69 to $3.19 since Biden took office, and the president is to blame.",-0.34
mostly-true,Says the main Central Texas food bank is delivering 50 percent more food to the poor than three years ago.,-0.4767
false,"The Baucus health care bill ""could be used to ban guns in home self-defense.""",-0.1027
false,"There are ""more gun deaths by far"" in the United States than any other country in the world.",0.0276
false,"""Third party votes only siphon from (Democrats).""",0.4019
half-true,"""Obesity is, like, the No. 1 factor in whether you really get hit hard by COVID-19.""",-0.0935
mostly-true,"""President Obama took more money from Wall Street in the 2008 campaign than anybody ever had.""",0.0
pants-fire,"Barack Obama is the ""first president to file lawsuits against the states he swore an oath to protect.""",-0.1531
pants-fire,Says Hillary Clinton said in an email that she didn’t want Michelle Obama at the same events as her.,0.0772
pants-fire,Says the NAACP endorsed Donald Trump in the 2020 election.,0.25
mostly-true,"""In Wisconsin, only half of all the adults with serious psychological distress received mental health treatment or medication.""",-0.5719
mostly-false,"President Donald Trump’s tax returns show ""what any wealthy person's tax history is, if you can believe it — which is good years and bad years, years of immense taxes and years of almost no taxes at all because you carry over losses.""",-0.0018
pants-fire,"""Oprah reveals her fully-natural solution that allowed her to drop 62 (pounds) in six weeks.""",0.0516
pants-fire,John F. Kennedy Jr. is alive and the author of anonymous QAnon messages.,0.3818
mostly-true,"""Obama-Nelson economic record: Job creation ... at slowest post-recession rate since Great Depression.""",0.7351
mostly-false,"""Eighty-five percent of every dollar donated to the Clinton Foundation ended up either with the Clintons or with their staff to pay for travel, salaries, and benefits. Fifteen cents of every dollar actually went to some charitable beneficiary.""",0.5994
half-true,"Says Joe Biden ""voted to expand deportations and indefinite detention for immigrants multiple times.""",-0.0516
half-true,"Says proposed anti-abortion legislation ""would force women facing the most personal of health decisions to endure a transvaginal ultrasound.""",0.0
mostly-true,Says Oregon ranks 43rd in education.,0.0
false,"""Rhode Island’s teen binge drinking rate is double the national average.""",0.0
true,Halliburton gave Dick Cheney a $34 million payout when he left the company to join the presidential ticket.,-0.2732
pants-fire,"Says troops recently received ""one of the biggest pay raises"" ever, and that it was the first pay increase in ""more than 10 years.""",0.128
half-true,"""Smog was invented in Los Angeles. It was. The name was invented. There was a fellow at Caltech and he came up with the idea and they called it smog.""",-0.296
false,"""This is 76 year old senile Joe Biden!!! That is a 15 year old girl with whom he’s making out!!!""",0.0
mostly-false,"""45.6 million people watched (the State of the Union), the highest number in history. @FoxNews beat every other Network, for the first time ever, with 11.7 million people tuning in.""",0.0772
false,"Quotes Thomas Jefferson as saying ""When governments fear the people, there is liberty. When the people fear the government, there is tyranny. The strongest reason for the people to retain the right to keep and bear arms is, as a last resort, to protect themselves against tyranny in government.""",0.3612
mostly-true,"""Bill McCollum holds the same position on (embryonic stem cell research) as Barack Obama.""",0.0
mostly-true,"""President (Ronald) Reagan did a similar thing. George H.W. Bush did a similar order"" as former President Barack Obama’s Deferred Action for Childhood Arrivals, or DACA.",0.0
false,Annexation would lead to overcrowding at Decatur’s city schools.,0.0
pants-fire,"""Last week Joe Biden flashed the ‘white power’ sign. President Trump condemned white supremacists yesterday. Why hasn't Joe Biden?""",-0.5994
false,"""Even the (Congressional Budget Office) says if you lower Medicare to allow 50 year olds to get into it, you can not only save the government money, but you can lower premiums for all Americans.""",-0.5809
false,"Says Marie Yovanovitch was ""dishonest"" when she claimed under oath that she never personally responded to an email from a Democratic staffer. But ""in fact, it turns out that she did respond.""",0.0
mostly-false,"""This new gas tax does not increase (road) capacity anywhere in the state. It will build no new lanes of freeways. If Californians didn’t like their traffic before, they’re going to like it even less when they’re stuck in the exact same traffic and paying more for their gas.""",0.0262
mostly-true,"""New Jersey has lost over half of our pharmaceutical jobs to states you know, not low-tax states like in the South, but high-tax states like New York.""",-0.5954
half-true,"Since Florida passed the ""stand your ground"" law in 2005, deaths due to self-defense have jumped over 250 percent.",0.0
half-true,"""This ban will only apply to Oregon commercial fishermen. Washington commercial fishermen would still be allowed to use gillnets on the Columbia River.""",-0.5574
mostly-false,Says Denmark’s suicide rate has been about twice as high as the United States’ over the past five decades.,-0.4019
half-true,"Says she is ""the only candidate for Senate who refuses to cut Medicare and Social Security or raise the retirement age.""",0.0772
half-true,"""The retail market we participate in is extraordinarily large and competitive. Amazon accounts for less than 1% of the $25 trillion global retail market, and less than 4% of U.S. retail.""",0.34
half-true,"""By the end of this decade, the interest we owe on our debt could rise to nearly $1 trillion.""",0.128
mostly-false,"""NAFTA, supported by the Secretary (Clinton), cost us 800,000 jobs nationwide.""",0.3182
mostly-false,"""It would cost $20 billion to end homelessness in the U.S."" and ""halting global warming would cost $300 billion.""",0.1531
half-true,Says President Barack Obama is responsible for pending defense cuts.,0.1531
mostly-true,"Sen. Arlen Specter's party switch could ""end up giving Republicans the ability to filibuster judicial nominees at the Judiciary Committee level so that the nominees never get out of committee.""",0.7506
mostly-false,"The National Institutes of Health ""states that regular marijuana use can reduce IQ by 8 points.""",0.0
mostly-false,"""Under @BarackObama illegal immigration dropped to a 50-year low.""",-0.5574
false,"Wisconsin ""is on pace to double the number of layoffs"" this year.",0.0772
mostly-false,"""700 jobs (were) lost because Allen Boyd"" voted for the health care bill.",0.2263
false,The Republican replacement for Obamacare does not give massive tax cuts to wealthy Americans.,0.0772
false,"""Donald Trump performed better than any presidential nominee since Gerald Ford.""",0.4404
pants-fire,"""White House staff compiled a number of gorilla documentaries into a makeshift gorilla channel"" for President Donald Trump.",0.0772
true,"""Once our Blueprint for Prosperity is signed into law, we will have delivered $2 billion"" in tax relief.",0.4767
false,"Says the Novavax COVID-19 vaccine ""dumps millions"" of dangerous ""spike proteins right into your body.""",-0.7003
half-true,"""Saturday's shootings reflect a disturbing trend. Mass shootings have become commonplace since the Virginia Tech massacre in 2007. There have been dozens of incidents where three or more people have been fatally wounded. Hundreds have died.""",-0.8176
half-true,"""Trained police hit their targets less than 30 percent of the time.""",0.0
pants-fire,"Says chiefs from the American Indian Nation gave Donald Trump a plaque of his new Indian name, ""Walking Eagle,"" which actually depicts ""a bird so full of s*** it can no longer fly.""",-0.296
true,"In 2011, ""the average annual compensation for a teacher in the Milwaukee Public Schools system will exceed $100,000.""",0.0
half-true,"""Since President Obama took office, over 88,000 Ohio workers have lost their jobs.""",-0.3182
half-true,"In America, ""more people die from"" prescription narcotic painkillers ""than from heroin and cocaine combined.""",-0.8115
mostly-true,"The GOP health care plan ""would allow health insurance companies to continue engaging in unfair and discriminatory practices like denying coverage to people because of a pre-existing medical condition.""",0.5423
mostly-true,"Rubio admitted he ""would have accepted the stimulus money.""",0.3612
pants-fire,"Says Sheldon Whitehouse said on Senate floor: ""Everybody in Rhode Island who disagrees with me about Obamacare is an Aryan, is a white supremacist.""",-0.3182
false,"The Milwaukee Bucks are ""actually younger than the Marquette team.""",0.0
mostly-true,"Says 315,000 mostly minority Texas students are enrolled in failing schools.",-0.5106
false,"Lorain ""is the poorest urban school district in the state of Ohio.""",-0.5423
half-true,"Marco Rubio controlled funds that ""out of the $600,000 that were raised, only $4,000 went to candidates to try to improve their chances to be elected to office.""",0.5719
false,"Says U.S. Rep. Justin Amash ""votes more with Nancy Pelosi than he ever does with me.""",0.0
mostly-true,"""We have a $2 trillion to $3 trillion infrastructure deficit. We’ve got work that needs to get done. We’ve got people that want to go to work.""",-0.34
false,"""As unbelievable as it sounds, your tax dollars are funding the federal government's Zombie Apocalypse Plan. I kid you not.""",0.2023
half-true,"Studies have shown that in the absence of federal reproductive health funds, we are going to see the level of abortion in Georgia increase by about 44 percent.",0.3182
pants-fire,"A man who stormed the U.S. Capitol in a horned fur cap is an ""Antifa thug.""",0.0
true,"Says the 3C Corridor train would have taken  ""an hour and 15 minutes longer"" to carry passengers across Ohio ""than it would have taken on a New York Central train in 1935.""",0.0
mostly-false,"Said President Barack Obama ""said he was going to stop (signature strikes).""",-0.296
pants-fire,"Says Joe Biden said 14,000 people died from H1N1. ""Fact checking it is 574,000.""",-0.5574
pants-fire,"""Joe Biden’s Dept. of Energy Blocked Texas from Increasing Power Ahead of Killer Storm""",-0.6486
half-true,"Obamacare insurance cooperative failures ""should be expected"" because they're like any business, and ""when you start businesses in America, at the fifth year, half of the businesses have closed.""",-0.128
mostly-false,"Says Barack Obama broke a decades-old policy of ""not negotiating with terrorists.""",-0.4215
mostly-true,"""While fat-cat bureaucrats at the Department of Education are getting paid an average salary of $102,000 a year, teachers in Georgia are getting paid half of that.""",0.0
false,"Providence's port is ""200 miles closer to Europe than any other Eastern port.""",0.0
false,"""Pritzker and Madigan want to change the constitution to allow a permanent jobs tax on middle class families.""",0.296
true,"Says Congressmen Paul Ryan and Todd Akin co-sponsored legislation ""to limit federal funding for abortion to victims of ‘forcible rape.’""",-0.3182
mostly-false,"""Bill O'Brien's Tea Party legislature tried to repeal kindergarten and compulsory education, defund Planned Parenthood and eliminate insurance coverage for birth control.""",0.4019
false,"""Rather than prioritize and pass ethics reform measures to restore trust in state government, (Democrats) sat on their hands and did nothing"" when they were the majority.",0.6705
pants-fire,"Photo of migrant mother at U.S.-Mexico border running from tear gas with children ""was a staged hoax.""",0.0
half-true,"""When Mitt Romney was governor, Massachusetts ... (had) more debt per person than any other state in the country.""",-0.4201
false,"""We will be the first party to elect a bald guy to governor.""",0.4019
half-true,"Says that Steve Watkins ""bragged to voters that he built his company from scratch, but it was all a lie.""",0.0
half-true,"""There’s a large number of schools in Texas that don’t even offer sex education.""",0.0772
false,"Health care reform ""establishes a new board of federal bureaucrats (the 'Health Benefits Advisory Committee') to dictate the health plans that all individuals must purchase.""",0.7003
false,"""In our debate, Dan McCready doubled down on his support for Pelosi’s liberal agenda of … impeaching our president.""",0.4019
half-true,"""Cuba is far more sanctioned than North Korea.""",0.0
mostly-false,"""The Walker-Kleefisch administration slashed $800 million from public schools.""",-0.2263
pants-fire,"Says Mike Pence said that ""allowing rape victims to have abortions will lead to women trying to get raped.""",-0.7906
half-true,"""Under my predecessor, they cut funding for education, but they didn't give them anything in return to make up for that,"" leading to ""less money"" for school districts",-0.1406
false,"Says ""Scott Walker says he would ban stem cell research""",-0.5574
half-true,"""Come February (2018), Americans will see their paychecks grow at the tune of saving $1,000 or more a year.""",0.0
mostly-true,"""Last year, South Carolina spent $21,756 per prison inmate and $11,552 per student.""",-0.5106
pants-fire,"""Arizona and Georgia now have the proof,"" Joe Biden is ""not our elected president!""",0.0
false,"Says in Texas ""it's legal to shoot someone who's committing a ‘public nuisance’ under the cover of dark.""",-0.1531
false,"Neil Armstrong’s space boots don’t match a photo of his footprint on the moon, suggesting the moon landing was a hoax.",-0.2732
pants-fire,"""8% of the votes cast"" in Michigan’s Aug. 4 primary, 864 mailed ballots, came from dead voters. ""NOTHING TO SEE HERE!!!""",-0.7332
false,"A forensics examination of a Ware County, Ga., Dominion Voting Systems machine found votes were switched from Donald Trump to Joe Biden.",0.0
false,"""Breaking news — US Supreme Court has canceled universal vaccination in the United States.""",0.7506
half-true,"""There is no reason to allocate 60 percent of bridge space to satisfy two percent of all travelers.""",0.2023
mostly-false,"""We are now, very proudly, an exporter of energy to the world.""",0.7178
mostly-false,"Says Russ Feingold ""got paid $8,000 a lecture at Stanford University.""",0.0
true,"""Three of our cities are among the top five worst cities in the U.S. for asthma.""",-0.5106
half-true,"According to a national survey, transit ""ridership"" among people age 16 to 34 increased 40 percent between 2001 and 2009.",0.2732
false,Says Donald Trump said the government is going to pay for everybody to have health care.,0.4215
pants-fire,A photo shows Donald Trump embracing Jeffrey Epstein in the back of a limousine.,0.0
mostly-true,"""In 1958, there were 16 states in this country that prohibited -- prohibited -- an African-American and a Caucasian from being married.""",0.0
pants-fire,Says U.S. Rep. Rashida Tlaib was photographed in front of a picture of Osama bin Laden and an ISIS flag.,0.0
false,"Says she voted against the Medicare Part D prescription drug program ""because it was unfunded.""",0.0
pants-fire,"Says ""our taxes have doubled"" with Rick Perry in office.",0.0
false,"Says the nation is locked down and there’s ""a wide open border.""",0.0
half-true,"Medicare ""only has about 50 percent of it paid for by either premiums or payroll taxes, and the rest is deficit spending ... or debt spending.""",-0.6369
half-true,"""Fentanyl is now killing more Americans than heroin or any other opioid.""",-0.8344
true,"The Inland Empire is ""the second fastest growing region"" for jobs in California.",0.1779
pants-fire,"""30,000 scientists have come forward confirming that man-made climate change is a hoax perpetuated by the elite in order to make money.""",-0.2732
false,"""Immigrants are responsible for 96 percent of our small biz growth since 2000.""",0.5994
half-true,"The medical marijuana ballot initiative ""doesn’t require a physician writing a prescription"" and can be for conditions like ""having a back that needs to be scratched.""",0.3612
true,A congressional laundry closed due to the partial government shutdown.,0.0
mostly-false,"""Over the past eight years, black youth unemployment is up.""",-0.4404
false,"""No one visiting Disney can get in"" because of protest.",-0.4939
pants-fire,"""NASA scientists fudged the numbers to make 1998 the hottest year to overstate the extent of global warming.""",0.0
pants-fire,"Derek Chauvin’s trial and conviction for the murder of George Floyd was faked as part of a ""false flag.""",-0.6908
false,"""Joe Biden admits he is governing like a 'dictator.'""",0.5719
false,"An amendment to the House health reform bill ""puts new restrictions on women's access to abortion coverage in the private health insurance market even when they would pay premiums with their own money.""",-0.1027
mostly-true,Says Peyton Manning struggles in cold weather games.,-0.3612
mostly-true,"""Within just a few years, immigration as a share of national population is set to break all historical records.""",0.296
false,Photos show that the person who shot three people during a protest over the police shooting of Jacob Blake is a police officer.,-0.25
pants-fire,"""Breaking: Mike Huckabee just fired!""",0.0
false,"""There is a 34 percent increase in violent crime in the state of California. … And that’s just within the last year.""",-0.7269
mostly-false,"The House impeachment rules resolution ""does not provide the president with due process protections that were afforded to both President Clinton and President Nixon.""",0.0
true,"""At the beginning of World War II, we had a relatively small army, smaller than Portugal’s.""",-0.5994
half-true,"Says he ""often"" appeared on The O’Reilly Factor and ""often was praised"" by Bill O'Reilly.",0.4939
half-true,"Hillary Clinton wants to ""wave the white flag of surrender and set a date for withdrawal.""",0.0
half-true,"""Roe was the end of women dying from abortions.""",0.0
true,"Says Dan Patrick has ""called immigration into Texas an invasion"" and ""said immigrants coming into Texas bring ‘third-world diseases.’""",0.0
half-true,"""One extra year of schooling for girls reduces infant mortality rates among their children by up to 10 percent.""",0.0
half-true,"""We have record numbers of people living in poverty.""",0.0
false,"""The boilermakers union has endorsed me because I sat down with them and went into great detail with leadership [about] exactly what I would do.""",0.7269
false,"""In the '80s, Democrats promised spending cuts, but delivered only tax hikes.""",0.0387
mostly-false,"""Almost nine out of every 10 pennies that would be spent"" turning a 200-mile stretch of Interstate 70 into a toll road ""would be from folks outside Missouri.""",0.0
mostly-false,"Hillary Clinton said gun confiscation ""would be worth considering.""",-0.128
false,"""Prior to Obamacare here in Wisconsin, 95 percent of Wisconsinites were covered by insurance. After Obamacare, 95 percent of Wisconsinites were covered by insurance. It hasn’t had an impact.""",0.0
half-true,"""Sheldon Whitehouse's failure of leadership, the adding of almost $8 trillion in debt in his first full term, is shameful...""",-0.7003
false,"""I’ve been involved in prosecuting a terrorist member of ISIS.""",-0.6908
true,Tells President Barack Obama that he also asked former President George W. Bush about how he felt about Americans hating him.,-0.5106
mostly-false,Says Ovide Lamontagne wants to eliminate kindergarten.,0.0
mostly-false,"""Oregon is spending $10 million advertising Obamacare with ads that don’t even mention the program and how to enroll in it"" and that don’t ""mention the word ‘insurance.’""",0.0
mostly-false,"""Because there's no local option to allow communities to ban, limit or restrict the location of pot shops, if Amendment 2 passes you can expect the seedy elements of the pot industry to move in right next door to your neighborhood, your church, your business and even your child's school.""",-0.7579
mostly-false,"""As a percentage of gross domestic product, we are reducing nondefense discretionary spending to its lowest level since the '60s, lower than it was under Reagan, lower than it was under Clinton, lower than it was under Bush, or both Bushes.""",-0.8834
false,"Says that compared to direct sales by manufacturers, consumers ""save avg of $500 per car sold through franchised dealer model.""",0.4939
pants-fire,"""For years, they have not been able to get tax cuts -- many, many years, since Reagan.""",-0.296
half-true,"""Six people in Florida die as a result of (not expanding Medicaid) every day.""",-0.5994
half-true,"""In 2017, I've done 17 town halls.""",0.0
true,"""Fidel (Castro) has made his preferences known in the campaign and had some very unkind things to say about me.""",-0.4391
false,"New jobs numbers are in, and Wisconsin has ""fallen to dead last in Midwest job growth.""",-0.7783
half-true,"Says Sherwin-Williams is ""making lead paint and poisoning people around the world.""",-0.5859
false,"Virginia’s current unemployment rate is ""the lowest in Virginia history.""",-0.6705
false,"""I sponsored the new Buy American law""",0.0
half-true,"""Nearly 7 million Floridians have pre-existing conditions — but Rick Scott and Florida Republicans wants to take away their health care coverage by ending the Affordable Care Act.""",0.8625
mostly-false,"""Most of that money (made by the NFL) goes to the players.""",0.0
true,Says 90 percent of Americans and 74 percent of National Rifle Association members support background checks of gun purchasers.,0.0772
false,"A bill that would halt the EPA from regulating greenhouse gases would help ""stop rising gas prices.""",0.128
mostly-true,"""Over 22,000 unique Internet Protocol addresses -- in Wisconsin alone -- have downloaded child pornography.""",-0.25
false,"For the first time in U.S. history, a one-year-old appears in court as a defendant.",0.0
false,"""2008: Unions Spent $400 Million to Elect Obama.""",0.0
mostly-false,"""Today in America, between 40 and 50 percent of all African-American babies, virtually 1-in-2, are killed before they are born.""",-0.6705
half-true,"Under Obama's tax plan, ""95 percent of you will get a tax cut.""",0.0
false,"The COVID-19 vaccines make people ""magnetized. They can put a key on their forehead, it sticks. They can put spoons and forks all over them, and they can stick.""",0.0
true,"Says ""some [states] with the largest reductions in crime have also lowered their prison population.""",-0.8074
half-true,"Says Elizabeth Warren ""was paid $400,000 to teach one class.""",0.0
false,"Says Mitt Romney ""called the Arizona law a model for the nation.""",0.0
false,"Say Michelle Obama ""mandates"" weighing children in day care.",0.4939
mostly-true,"The oil industry has ""9,000 permits to drill now. They could be drilling right now, yesterday, last week, last year.""",0.0
half-true,"""When adjusted for inflation, (Texas) per-student spending has remained relatively flat over the past 16 years. Despite that trend, Texas schools in 2017 will receive $381 less per student than they did in 2003.""",0.0
false,"""Kohl's confirmed that they will be selling BLM merchandise"" but are not selling ""back the blue"" at this time.",0.0
false,Mail-in voting requires no signature verification.,-0.296
mostly-false,"Says Joe Biden owns four $3 million -$7.5 million homes on a $200,000 salary.",0.0
mostly-true,"""Bill Gates told us about the coronavirus in 2015.""",0.0
half-true,Says 80 journalists have been killed in Mexico in the last decade.,-0.6705
false,The number of people who have died in the U.S. in 2020 is on par with years prior to COVID-19.,-0.5106
mostly-false,"Says Charlie Crist and Missouri Rep. Todd Akin ""hold same abortion views. No exception except the life of the mother.""",-0.296
mostly-true,"""Understand, this is unemployment insurance. It’s not welfare, as a lot of my Republican colleagues like to suggest it is. You pay into it when you’re working. You get help when you’re not.""",0.2263
false,"""We enacted the biggest tax cuts and reforms in American history.""",-0.296
mostly-false,"Under the Affordable Care Act, ""some people were gaming the system"" by paying ""for nine months of insurance, get 12 -- the other three for free.""",0.4939
pants-fire,"""Obama Announces Plans For A Third Term Presidential Run""",0.0
mostly-true,"""You've had over 2 million women drop out of the workforce during this pandemic.""",-0.2732
half-true,"Says Chuck Hagel ""opposed sanctions against Iran.""",0.0
true,"Says lawyer appointed by Eric Holder to investigate government leaks helped and donated to Obama's campaign, vetting vice presidential prospects.",0.296
mostly-false,"""The single-largest expense in  over half of American households is child care.""",0.0
true,"""The State Election Board has issued nearly $275,000 in fines to violators of absentee ballot laws.""",-0.6124
mostly-true,"Says Roy Blunt ""secretly inserts language to benefit tobacco giant Philip Morris"" into a national security bill while ""Blunt's girlfriend and son are lobbyists for the cigarette company, and just days earlier, 26 Philip Morris executives wrote checks to Blunt totaling $23,000.""",0.6597
mostly-true,"""Under the Espionage Act, (Edward Snowden would not be) allowed to come into court and say ‘I was justified in disclosing this information.’ There is no whistleblower exception in the Espionage Act.""",0.128
mostly-false,"""Trump just gave a $12 billion bailout to farmers hurt by his failed tariffs. This will cost every household in the U.S. $95 … Trump is borrowing the money from China since his tax cuts blew a trillion dollar hole in the deficit.""",-0.8519
false,"Says ""Many people I’ve talked to are angry that because of City Hall inaction we may have to spend a needless $500 million to cover and treat our pure drinking water.""",-0.3818
pants-fire,"Recently Rick Scott ""closed 30 women’s health care centers across the state.""",0.4939
false,"Says in 1944 ""we were in debt more than twice as much as we are now.""",-0.3612
mostly-true,"Current immigration ""apprehension numbers are worse than the 'crisis' Biden/Obama/Pelosi acknowledged in 2014!""",-0.7574
mostly-false,"Says John Cox ""parroted, parroted Trump — almost verbatim — on the children’s separation issues at the border.""",0.0
pants-fire,"""You see the Nazi platform from the early 1930s ... look at it compared to the (Democratic Party) platform of today, you're saying, 'Man, those things are awfully similar.'""",0.0
half-true,"Says the state share of Texas public education spending increased 82 percent over the past decade, reaching $20 billion in 2009.",0.6249
false,Says Congress set aside $50 billion for the Secure Fence Act in 2006,0.34
true,"""The poverty rate amongst women is the worst it’s been in 17 years and the extreme poverty rate is the worst it’s ever been.""",-0.9413
true,"""More children die in agricultural jobs than in any other industry.""",-0.6344
pants-fire,Says George Soros and Bill Gates are funding a bioweapons lab in Sierra Leone that caused the Ebola outbreak.,0.0
false,"The House-passed Build Back Better bill is a ""government takeover of child care.""",0.4404
pants-fire,"""We offer a tremendous amount of low calorie, no calorie options, like waters, unsweetened products, low calorie diet items. All of which unfortunately are taxed by this tax.""",-0.6486
mostly-false,"Said Rep. Alexandria Ocasio-Cortez and her allies ""blocked a resolution condemning anti-Semitism — which I passed unanimously in the Senate.""",-0.2732
half-true,"Hillary Clinton is ""willing to have workers' wages garnisheed if they refuse to buy health insurance.""",-0.296
true,"""Now, I also support the Bush tax cuts. Sen. McCain voted against them originally. He now believes they should be made permanent. I'm glad he agrees they should be made permanent.""",0.6486
true,Says local Texas chambers of commerce were granted exemptions from paying property taxes on their headquarter properties.,0.25
mostly-true,"""Despite the rhetoric from Democrat politicians, more people are employed this year than at any point in the history of Wisconsin.""",0.0
false,"CDC ""will revoke the emergency use authorization"" of the PCR COVID tests because those tests don't differentiate between COVID and flu viruses. ""Translation: They've been adding flu cases to Covid cases when using that test.""",-0.7783
mostly-false,"""Some billionaires have a tax rate as low as 1 percent.""",-0.2732
mostly-false,"Says President Barack Obama’s health care law is ""expected to destroy 2.3 million jobs.""",-0.0772
false,"""According to its website Black Lives Matter, Inc is NOT a charity. It is a full-fledged corporation that does NOT have any locations.""",-0.3031
mostly-false,"""Barack Obama put a permanent stop on this military aid to the Ukraine - he never allowed it to go.""",-0.296
mostly-false,"Rhode Island Treasurer Gina Raimondo ""raised the mortality rate from 65 to 87"" and ""used a 1994 annuity chart"" to create the pension crisis.",-0.3612
false,"""Intensifying Hurricane Willa headed directly toward 10,000 migrant caravan path.""",0.0
false,"""I’m the only candidate for governor who’s rolled out any policies so far.""",0.0
true,"""The hole in the earth that’s going to be dug (for the proposed Gogebic mine) is bigger than my entire district.""",0.0
half-true,"""I'm not a politician.""",0.0
mostly-true,"""A lot of the ideas in terms of the (health insurance) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the Heritage Foundation.""",0.4404
half-true,"""Unlike you and me, Congress gets to keep up to $11,000 a year in taxpayer subsidies"" under Obamacare.",0.0
false,"Says photos show a ""boneyard"" of electric cars abandoned in France because the cars’ batteries were too expensive to replace.",-0.4588
half-true,"""The Census is predicting a 6% undercount that will be targeted against nonwhites in this country — so Hispanics, African Americans, communities of color"" if a citizenship question is asked.",0.0
mostly-false,"Says Ken Paxton ""shut down the world’s largest human trafficking marketplace.""",0.0
half-true,"""Youth usage of marijuana has actually gone down in states that have fully legalized.""",0.0
half-true,"Says that in 2009, Jon Huntsman ""said that the Recovery Act wasn't large enough and as governor he asked for $14.4 billion in federal stimulus funds. Now he's saying that he never supported it.""",-0.2411
mostly-true,"""Our Navy has shrunk from more than 500 ships in 1991 to 275 in 2016.""",0.0
false,"Says Gary Peters ""supports ‘Medicare for All,’ siding with radical liberals.""",0.3612
mostly-false,"Says Paul Soglin took Madison backward -- ""businesses have left and murders have gone up.""",-0.6124
false,"""The only housing authority in the state that we have actually given money to is NYCHA.""",0.0772
mostly-false,"""Barnes opposed the creation of the HOPE Scholarship and campaigned against Zell Miller on the issue.""",0.694
pants-fire,"""Hunter Biden has been arrested!""",0.0
mostly-false,"Germany ""is crime-riddled right now"" because of migration to Europe.",0.0
pants-fire,"Quotes Michelle Obama as saying, ""White folks are what’s wrong with America.""",-0.4767
false,"Says ""Romney supported a law that could have made most common forms of birth control illegal.""",0.3182
pants-fire,"Says under his budget-repair bill, ""collective bargaining is fully intact.""",0.0
true,"""In Malaysia … many of the workers are indentured servants because their passports are taken away when they come into this country and are working in slave-like conditions.""",0.0
half-true,"Air travelers ""can’t get on a plane in the United States without someone doing a background check"" on them.",0.4215
false,"Photo shows Klansmen and a burning cross at ""the Democratic National Convention of 1924.""",0.0
mostly-true,"""And delivered more tax relief than the other Republicans combined.""",0.5233
mostly-true,"California has seen a ""56 percent decline in the gun murder rate"" since the 1990s.",-0.7964
mostly-true,Says Georgia will send more state money per child to state charter schools and that budget cuts are not applied to those charter schools.,-0.296
mostly-true,"Says Texas U.S. Rep. John Culberson ""was caught using campaign cash on collectibles, including Civil War memorabilia and fossils.""",-0.5994
true,"""Since 2009, Georgia's public schools have lost nearly 9,000 classroom teachers while the number of students has gone up.""",-0.25
mostly-true,"President Barack Obama ""said over 20 times he did not have the legal authority"" to act as he did on immigration.",-0.0181
true,"If we had the same staffing ratio (of officers to residents) as Seattle, we'd have 300 more officers in our department.""",0.0
mostly-true,Facebook video purports to show man flying a hoverboard at over 103 miles per hour.,0.0
half-true,"Says Leah ""Vukmir supports allowing people to carry concealed weapons into day care centers, churches, health care clinics and playgrounds.""",0.7184
mostly-false,"Democratic tax hikes led $70 billion of wealth to leave New Jersey between 2004 and 2008, and mainly relocate to Florida, North Carolina, Virginia and Pennsylvania.",0.4588
mostly-false,"""This president spends 30 times as much money on global warming research as he does on weather forecasting and warning.""",0.1531
true,"Romney refused to pardon ""a decorated soldier"" returning from Iraq who had been charged with a crime involving a BB gun when he was 13.",-0.765
true,"""We've seen more anti-women's choice bills introduced in the first half of this session than we've seen in the last three General Assemblies.""",0.0
mostly-true,"Recovery.gov listed congressional districts that ""do not exist.""",0.0
